settore,provincia,domanda_mese,cpc,clic_giorno,budget_giorno,aziende_sostenibili,verdetto
addestramento_cani,Città metropolitana di Milano,10320,1.62,24.1,10,14.5,VERDE
addestramento_cani,Città metropolitana di Roma Capitale,5960,2.05,13.9,12,8.3,VERDE
addestramento_cani,Città Metropolitana di Napoli,1940,1.93,4.5,10,2.7,VERDE
addestramento_cani,Città Metropolitana di Torino,1800,1.79,4.2,10,2.5,VERDE
addestramento_cani,Città Metropolitana di Bologna,1240,2.71,2.9,10,1.7,VERDE
addestramento_cani,Città Metropolitana di Firenze,1040,2.59,2.4,10,1.5,VERDE
addestramento_cani,Provincia di Brescia,910,1.96,2.1,10,1.3,VERDE
addestramento_cani,Città Metropolitana di Bari,870,2.64,2.0,10,1.2,VERDE
addestramento_cani,Provincia di Bergamo,790,1.6,1.8,10,1.1,GIALLO
addestramento_cani,Provincia di Padova,720,2.09,1.7,10,1.0,GIALLO
addestramento_cani,Provincia di Monza e della Brianza,680,1.88,1.6,10,1.0,GIALLO
addestramento_cani,Città metropolitana di Palermo,660,2.02,1.5,10,0.9,GIALLO
addestramento_cani,Provincia di Varese,590,1.56,1.4,10,0.8,GIALLO
addestramento_cani,Città Metropolitana di Venezia,590,1.69,1.4,10,0.8,GIALLO
addestramento_cani,Provincia di Vicenza,560,2.08,1.3,10,0.8,GIALLO
addestramento_cani,Città metropolitana di Catania,540,2.26,1.3,10,0.8,GIALLO
addestramento_cani,Provincia di Salerno,520,2.5,1.2,10,0.7,GIALLO
addestramento_cani,Provincia di Verona,510,1.92,1.2,10,0.7,GIALLO
addestramento_cani,Provincia di Treviso,510,1.8,1.2,10,0.7,GIALLO
addestramento_cani,Città metropolitana di Cagliari,470,3.55,1.1,10,0.7,GIALLO
addestramento_cani,Provincia di Caserta,410,1.67,1.0,10,0.6,GIALLO
addestramento_cani,Provincia di Lecce,380,1.9,0.9,0,0.5,ROSSO
addestramento_cani,Provincia di Como,370,1.68,0.9,0,0.5,ROSSO
addestramento_cani,Città Metropolitana di Genova,360,2.3,0.8,0,0.5,ROSSO
addestramento_cani,Provincia di Modena,310,2.04,0.7,0,0.4,ROSSO
addestramento_cani,Provincia di Pavia,300,1.64,0.7,0,0.4,ROSSO
addestramento_cani,Provincia di Rimini,300,2.25,0.7,0,0.4,ROSSO
addestramento_cani,Provincia di Perugia,290,1.41,0.7,0,0.4,ROSSO
addestramento_cani,Provincia di Lucca,290,1.81,0.7,0,0.4,ROSSO
addestramento_cani,Provincia di Pescara,280,2.13,0.7,0,0.4,ROSSO
addestramento_cani,Provincia di Ancona,260,1.99,0.6,0,0.4,ROSSO
addestramento_cani,Provincia di Reggio Emilia,250,2.12,0.6,0,0.4,ROSSO
addestramento_cani,Provincia autonoma di Trento,250,2.65,0.6,0,0.4,ROSSO
addestramento_cani,Provincia di Taranto,240,2.96,0.6,0,0.3,ROSSO
addestramento_cani,Provincia di Cuneo,240,2.31,0.6,0,0.3,ROSSO
addestramento_cani,Provincia di Pisa,240,1.32,0.6,0,0.3,ROSSO
addestramento_cani,Provincia di Novara,220,1.38,0.5,0,0.3,ROSSO
addestramento_cani,Provincia di Mantova,210,1.62,0.5,0,0.3,ROSSO
addestramento_cani,Provincia di Ravenna,200,2.86,0.5,0,0.3,ROSSO
addestramento_cani,Provincia di Parma,190,2.98,0.4,0,0.3,ROSSO
addestramento_cani,Provincia di Latina,190,2.32,0.4,0,0.3,ROSSO
addestramento_cani,Provincia di Cosenza,190,3.0,0.4,0,0.3,ROSSO
addestramento_cani,Provincia di Avellino,170,1.75,0.4,0,0.2,ROSSO
addestramento_cani,Provincia di Trieste,170,1.38,0.4,0,0.2,ROSSO
addestramento_cani,Provincia di Alessandria,170,2.94,0.4,0,0.2,ROSSO
addestramento_cani,Provincia di Lecco,160,1.9,0.4,0,0.2,ROSSO
addestramento_cani,Città metropolitana di Messina,150,1.65,0.4,0,0.2,ROSSO
addestramento_cani,Provincia di Foggia,150,0,0.4,0,0.2,ROSSO
addestramento_cani,Provincia di Potenza,150,2.48,0.4,0,0.2,ROSSO
addestramento_cani,Provincia di Livorno,140,4.22,0.3,0,0.2,ROSSO
addestramento_cani,Città metropolitana di Reggio Calabria,140,1.35,0.3,0,0.2,ROSSO
addestramento_cani,Provincia di Brindisi,120,2.14,0.3,0,0.2,ROSSO
addestramento_cani,Provincia di Chieti,120,1.93,0.3,0,0.2,ROSSO
addestramento_cani,Provincia di Forlì-Cesena,120,3.64,0.3,0,0.2,ROSSO
addestramento_cani,Provincia di Pesaro e Urbino,120,2.92,0.3,0,0.2,ROSSO
addestramento_cani,Provincia di Cremona,120,2.32,0.3,0,0.2,ROSSO
addestramento_cani,Provincia di Ferrara,120,1.94,0.3,0,0.2,ROSSO
addestramento_cani,Provincia di Pistoia,110,3.45,0.3,0,0.2,ROSSO
addestramento_cani,Città metropolitana di Sassari,110,2.68,0.3,0,0.2,ROSSO
addestramento_cani,Provincia di Teramo,100,1.42,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Frosinone,100,4.24,0.2,0,0.1,ROSSO
addestramento_cani,Provincia dell'Aquila,100,2.57,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Piacenza,100,2.14,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Savona,100,3.15,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Benevento,100,0.49,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Catanzaro,100,3.02,0.2,0,0.1,ROSSO
addestramento_cani,Provincia autonoma di Bolzano - Alto Adige,90,1.91,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Siena,90,2.39,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Barletta-Andria-Trani,90,1.24,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Viterbo,90,3.15,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Rovigo,80,1.04,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Prato,80,0,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Arezzo,80,1.67,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Macerata,80,3.5,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Lodi,80,0.54,0.2,0,0.1,ROSSO
addestramento_cani,Provincia della Spezia,70,2.1,0.2,0,0.1,ROSSO
addestramento_cani,Provincia di Pordenone,60,0,0.1,0,0.1,ROSSO
addestramento_cani,Provincia di Massa e Carrara,60,2.0,0.1,0,0.1,ROSSO
addestramento_cani,Provincia di Campobasso,50,0,0.1,0,0.1,ROSSO
addestramento_cani,Provincia di Asti,50,1.77,0.1,0,0.1,ROSSO
addestramento_cani,Provincia di Grosseto,50,4.41,0.1,0,0.1,ROSSO
addestramento_cani,Provincia di Fermo,40,0.46,0.1,0,0.1,ROSSO
addestramento_cani,Provincia di Belluno,40,0.93,0.1,0,0.1,ROSSO
addestramento_cani,Provincia di Rieti,40,5.55,0.1,0,0.1,ROSSO
addestramento_cani,Provincia di Matera,40,2.76,0.1,0,0.1,ROSSO
addestramento_cani,Provincia di Terni,40,0,0.1,0,0.1,ROSSO
addestramento_cani,Provincia di Imperia,30,0,0.1,0,0.0,ROSSO
addestramento_cani,Provincia di Ascoli Piceno,30,0,0.1,0,0.0,ROSSO
addestramento_cani,Provincia di Sondrio,30,0,0.1,0,0.0,ROSSO
addestramento_cani,Provincia di Crotone,30,0,0.1,0,0.0,ROSSO
addestramento_cani,Provincia di Vibo Valentia,30,0,0.1,0,0.0,ROSSO
addestramento_cani,Provincia di Vercelli,10,0,0.0,0,0.0,ROSSO
addestramento_cani,Provincia di Gorizia,10,0,0.0,0,0.0,ROSSO
addestramento_cani,Provincia di Nuoro,10,0,0.0,0,0.0,ROSSO
addestramento_cani,Provincia di Isernia,10,0,0.0,0,0.0,ROSSO
addestramento_cani,Provincia di Biella,10,0,0.0,0,0.0,ROSSO
addestramento_cani,Provincia di Carbonia-Iglesias,10,0,0.0,0,0.0,ROSSO
addestramento_cani,Provincia di Oristano,10,0,0.0,0,0.0,ROSSO
addolcitori,Città metropolitana di Milano,17520,1.19,40.9,10,24.5,VERDE
addolcitori,Città metropolitana di Roma Capitale,12840,1.14,30.0,10,18.0,VERDE
addolcitori,Città Metropolitana di Napoli,8030,1.45,18.7,10,11.2,VERDE
addolcitori,Città Metropolitana di Torino,2830,1.29,6.6,10,4.0,VERDE
addolcitori,Città Metropolitana di Bologna,2760,1.64,6.4,10,3.9,VERDE
addolcitori,Città metropolitana di Palermo,2370,1.01,5.5,10,3.3,VERDE
addolcitori,Città Metropolitana di Firenze,2290,1.41,5.3,10,3.2,VERDE
addolcitori,Provincia di Brescia,2280,1.5,5.3,10,3.2,VERDE
addolcitori,Città Metropolitana di Bari,1760,1.14,4.1,10,2.5,VERDE
addolcitori,Provincia di Caserta,1730,1.47,4.0,10,2.4,VERDE
addolcitori,Città metropolitana di Catania,1630,1.16,3.8,10,2.3,VERDE
addolcitori,Provincia di Salerno,1620,1.35,3.8,10,2.3,VERDE
addolcitori,Provincia di Bergamo,1610,1.99,3.8,10,2.3,VERDE
addolcitori,Provincia di Padova,1450,1.37,3.4,10,2.0,VERDE
addolcitori,Provincia di Verona,1440,1.12,3.4,10,2.0,VERDE
addolcitori,Provincia di Varese,1240,1.4,2.9,10,1.7,VERDE
addolcitori,Provincia di Modena,1150,1.73,2.7,10,1.6,VERDE
addolcitori,Provincia di Monza e della Brianza,1110,1.51,2.6,10,1.6,VERDE
addolcitori,Città Metropolitana di Venezia,960,0.99,2.2,10,1.3,VERDE
addolcitori,Provincia di Vicenza,930,1.6,2.2,10,1.3,VERDE
addolcitori,Provincia di Treviso,880,1.24,2.1,10,1.2,VERDE
addolcitori,Provincia di Perugia,860,1.35,2.0,10,1.2,VERDE
addolcitori,Provincia di Pisa,850,0.95,2.0,10,1.2,VERDE
addolcitori,Provincia di Livorno,840,1.02,2.0,10,1.2,VERDE
addolcitori,Città Metropolitana di Genova,820,1.23,1.9,10,1.1,GIALLO
addolcitori,Provincia di Reggio Emilia,790,1.45,1.8,10,1.1,GIALLO
addolcitori,Città metropolitana di Cagliari,780,2.9,1.8,10,1.1,GIALLO
addolcitori,Provincia di Como,740,1.54,1.7,10,1.0,GIALLO
addolcitori,Provincia di Ancona,690,1.2,1.6,10,1.0,GIALLO
addolcitori,Provincia di Lecce,690,1.5,1.6,10,1.0,GIALLO
addolcitori,Provincia di Parma,690,1.32,1.6,10,1.0,GIALLO
addolcitori,Provincia di Lucca,660,1.25,1.5,10,0.9,GIALLO
addolcitori,Provincia di Frosinone,660,1.19,1.5,10,0.9,GIALLO
addolcitori,Provincia di Latina,660,1.19,1.5,10,0.9,GIALLO
addolcitori,Provincia di Arezzo,600,1.06,1.4,10,0.8,GIALLO
addolcitori,Provincia di Cuneo,570,1.19,1.3,10,0.8,GIALLO
addolcitori,Provincia di Pavia,560,1.35,1.3,10,0.8,GIALLO
addolcitori,Provincia di Rimini,550,1.34,1.3,10,0.8,GIALLO
addolcitori,Città metropolitana di Messina,520,1.08,1.2,10,0.7,GIALLO
addolcitori,Provincia di Cremona,500,1.63,1.2,10,0.7,GIALLO
addolcitori,Provincia di Mantova,500,1.21,1.2,10,0.7,GIALLO
addolcitori,Provincia di Cosenza,500,1.39,1.2,10,0.7,GIALLO
addolcitori,Provincia di Pescara,500,1.09,1.2,10,0.7,GIALLO
addolcitori,Provincia di Taranto,500,1.1,1.2,10,0.7,GIALLO
addolcitori,Città metropolitana di Sassari,490,3.17,1.1,10,0.7,GIALLO
addolcitori,Città metropolitana di Reggio Calabria,430,1.51,1.0,10,0.6,GIALLO
addolcitori,Provincia di Siena,430,1.45,1.0,10,0.6,GIALLO
addolcitori,Provincia di Pesaro e Urbino,420,1.1,1.0,10,0.6,GIALLO
addolcitori,Provincia di Alessandria,390,1.35,0.9,0,0.5,ROSSO
addolcitori,Provincia di Ravenna,390,1.66,0.9,0,0.5,ROSSO
addolcitori,Provincia di Piacenza,380,1.05,0.9,0,0.5,ROSSO
addolcitori,Provincia di Foggia,380,1.2,0.9,0,0.5,ROSSO
addolcitori,Provincia di Avellino,370,1.29,0.9,0,0.5,ROSSO
addolcitori,Provincia di Pistoia,360,1.08,0.8,0,0.5,ROSSO
addolcitori,Provincia di Ferrara,350,1.41,0.8,0,0.5,ROSSO
addolcitori,Provincia di Forlì-Cesena,350,1.77,0.8,0,0.5,ROSSO
addolcitori,Provincia di Novara,350,1.51,0.8,0,0.5,ROSSO
addolcitori,Provincia di Macerata,340,1.14,0.8,0,0.5,ROSSO
addolcitori,Provincia di Trieste,330,1.12,0.8,0,0.5,ROSSO
addolcitori,Provincia di Viterbo,320,1.39,0.7,0,0.4,ROSSO
addolcitori,Provincia di Lecco,320,1.5,0.7,0,0.4,ROSSO
addolcitori,Provincia di Prato,320,1.2,0.7,0,0.4,ROSSO
addolcitori,Provincia di Potenza,310,1.44,0.7,0,0.4,ROSSO
addolcitori,Provincia di Benevento,310,1.52,0.7,0,0.4,ROSSO
addolcitori,Provincia di Brindisi,300,1.22,0.7,0,0.4,ROSSO
addolcitori,Provincia di Chieti,300,1.03,0.7,0,0.4,ROSSO
addolcitori,Provincia di Catanzaro,270,1.2,0.6,0,0.4,ROSSO
addolcitori,Provincia autonoma di Trento,260,0.97,0.6,0,0.4,ROSSO
addolcitori,Provincia di Barletta-Andria-Trani,260,1.09,0.6,0,0.4,ROSSO
addolcitori,Provincia di Terni,250,1.07,0.6,0,0.4,ROSSO
addolcitori,Provincia di Grosseto,250,1.43,0.6,0,0.4,ROSSO
addolcitori,Provincia di Teramo,240,1.39,0.6,0,0.3,ROSSO
addolcitori,Provincia di Pordenone,230,1.8,0.5,0,0.3,ROSSO
addolcitori,Provincia di Lodi,210,1.43,0.5,0,0.3,ROSSO
addolcitori,Provincia dell'Aquila,210,1.24,0.5,0,0.3,ROSSO
addolcitori,Provincia di Rieti,190,1.24,0.4,0,0.3,ROSSO
addolcitori,Provincia di Massa e Carrara,190,1.3,0.4,0,0.3,ROSSO
addolcitori,Provincia di Rovigo,180,0.97,0.4,0,0.3,ROSSO
addolcitori,Provincia di Imperia,180,1.21,0.4,0,0.3,ROSSO
addolcitori,Provincia di Savona,180,1.06,0.4,0,0.3,ROSSO
addolcitori,Provincia della Spezia,170,1.03,0.4,0,0.2,ROSSO
addolcitori,Provincia di Asti,170,3.27,0.4,0,0.2,ROSSO
addolcitori,Provincia di Campobasso,160,1.03,0.4,0,0.2,ROSSO
addolcitori,Provincia di Fermo,150,1.18,0.4,0,0.2,ROSSO
addolcitori,Provincia di Carbonia-Iglesias,140,3.46,0.3,0,0.2,ROSSO
addolcitori,Provincia di Ascoli Piceno,130,1.09,0.3,0,0.2,ROSSO
addolcitori,Provincia di Crotone,120,1.28,0.3,0,0.2,ROSSO
addolcitori,Provincia di Matera,120,1.33,0.3,0,0.2,ROSSO
addolcitori,Provincia di Gorizia,110,1.28,0.3,0,0.2,ROSSO
addolcitori,Provincia autonoma di Bolzano - Alto Adige,110,1.33,0.3,0,0.2,ROSSO
addolcitori,Provincia di Biella,110,1.2,0.3,0,0.2,ROSSO
addolcitori,Provincia di Oristano,100,2.76,0.2,0,0.1,ROSSO
addolcitori,Provincia di Nuoro,100,3.03,0.2,0,0.1,ROSSO
addolcitori,Provincia di Vibo Valentia,90,1.04,0.2,0,0.1,ROSSO
addolcitori,Provincia di Vercelli,80,1.36,0.2,0,0.1,ROSSO
addolcitori,Provincia di Sondrio,70,1.3,0.2,0,0.1,ROSSO
addolcitori,Provincia di Belluno,70,1.32,0.2,0,0.1,ROSSO
addolcitori,Provincia di Isernia,40,1.62,0.1,0,0.1,ROSSO
agenzie_immobiliari,Città metropolitana di Milano,58120,0.42,135.6,10,81.4,VERDE
agenzie_immobiliari,Città metropolitana di Roma Capitale,34650,0.55,80.9,10,48.5,VERDE
agenzie_immobiliari,Città Metropolitana di Torino,14930,0.42,34.8,10,20.9,VERDE
agenzie_immobiliari,Città Metropolitana di Napoli,12750,0.37,29.8,10,17.9,VERDE
agenzie_immobiliari,Città metropolitana di Palermo,10810,0.35,25.2,10,15.1,VERDE
agenzie_immobiliari,Città Metropolitana di Firenze,9160,0.47,21.4,10,12.8,VERDE
agenzie_immobiliari,Città Metropolitana di Bologna,7740,0.56,18.1,10,10.8,VERDE
agenzie_immobiliari,Provincia di Verona,7380,0.33,17.2,10,10.3,VERDE
agenzie_immobiliari,Provincia di Brescia,6920,0.53,16.1,10,9.7,VERDE
agenzie_immobiliari,Provincia di Padova,6530,0.42,15.2,10,9.1,VERDE
agenzie_immobiliari,Città Metropolitana di Bari,6460,0.32,15.1,10,9.0,VERDE
agenzie_immobiliari,Provincia di Vicenza,5950,0.52,13.9,10,8.3,VERDE
agenzie_immobiliari,Provincia di Treviso,5650,0.32,13.2,10,7.9,VERDE
agenzie_immobiliari,Città Metropolitana di Venezia,5620,0.42,13.1,10,7.9,VERDE
agenzie_immobiliari,Provincia di Bergamo,4880,0.39,11.4,10,6.8,VERDE
agenzie_immobiliari,Città metropolitana di Catania,4250,0.32,9.9,10,6.0,VERDE
agenzie_immobiliari,Città Metropolitana di Genova,3750,0.43,8.8,10,5.3,VERDE
agenzie_immobiliari,Provincia di Monza e della Brianza,3530,0.86,8.2,10,4.9,VERDE
agenzie_immobiliari,Provincia di Salerno,3380,0.27,7.9,10,4.7,VERDE
agenzie_immobiliari,Provincia di Varese,3180,0.48,7.4,10,4.5,VERDE
agenzie_immobiliari,Provincia di Caserta,2880,0.31,6.7,10,4.0,VERDE
agenzie_immobiliari,Provincia di Modena,2840,0.35,6.6,10,4.0,VERDE
agenzie_immobiliari,Provincia di Pavia,2690,0.48,6.3,10,3.8,VERDE
agenzie_immobiliari,Provincia di Como,2630,0.48,6.1,10,3.7,VERDE
agenzie_immobiliari,Provincia autonoma di Trento,2580,0.37,6.0,10,3.6,VERDE
agenzie_immobiliari,Provincia di Cuneo,2570,0.46,6.0,10,3.6,VERDE
agenzie_immobiliari,Provincia di Ancona,2410,0.47,5.6,10,3.4,VERDE
agenzie_immobiliari,Provincia di Lucca,2390,0.37,5.6,10,3.3,VERDE
agenzie_immobiliari,Città metropolitana di Cagliari,2280,0.56,5.3,10,3.2,VERDE
agenzie_immobiliari,Provincia di Pisa,2250,0.51,5.3,10,3.2,VERDE
agenzie_immobiliari,Provincia di Parma,2180,0.47,5.1,10,3.1,VERDE
agenzie_immobiliari,Provincia di Lecce,2030,0.32,4.7,10,2.8,VERDE
agenzie_immobiliari,Provincia di Perugia,1760,0.34,4.1,10,2.5,VERDE
agenzie_immobiliari,Provincia di Trieste,1720,0.58,4.0,10,2.4,VERDE
agenzie_immobiliari,Provincia di Pescara,1720,0.45,4.0,10,2.4,VERDE
agenzie_immobiliari,Provincia di Novara,1680,0.45,3.9,10,2.4,VERDE
agenzie_immobiliari,Provincia di Siena,1670,0.52,3.9,10,2.3,VERDE
agenzie_immobiliari,Provincia di Reggio Emilia,1630,0.39,3.8,10,2.3,VERDE
agenzie_immobiliari,Provincia di Rimini,1620,0.51,3.8,10,2.3,VERDE
agenzie_immobiliari,Provincia di Ravenna,1570,0.36,3.7,10,2.2,VERDE
agenzie_immobiliari,Provincia di Forlì-Cesena,1510,0.44,3.5,10,2.1,VERDE
agenzie_immobiliari,Provincia di Livorno,1510,0.4,3.5,10,2.1,VERDE
agenzie_immobiliari,Provincia di Ferrara,1360,0.37,3.2,10,1.9,VERDE
agenzie_immobiliari,Provincia di Latina,1350,0.41,3.2,10,1.9,VERDE
agenzie_immobiliari,Provincia di Pistoia,1320,0.51,3.1,10,1.8,VERDE
agenzie_immobiliari,Provincia di Macerata,1280,0.27,3.0,10,1.8,VERDE
agenzie_immobiliari,Città metropolitana di Messina,1280,0.25,3.0,10,1.8,VERDE
agenzie_immobiliari,Provincia di Mantova,1270,0.32,3.0,10,1.8,VERDE
agenzie_immobiliari,Provincia di Savona,1200,0.5,2.8,10,1.7,VERDE
agenzie_immobiliari,Provincia di Lecco,1200,0.67,2.8,10,1.7,VERDE
agenzie_immobiliari,Provincia di Piacenza,1180,0.36,2.8,10,1.7,VERDE
agenzie_immobiliari,Provincia di Alessandria,1170,0.24,2.7,10,1.6,VERDE
agenzie_immobiliari,Provincia di Cosenza,1110,0.32,2.6,10,1.6,VERDE
agenzie_immobiliari,Provincia di Pesaro e Urbino,1080,0.33,2.5,10,1.5,VERDE
agenzie_immobiliari,Provincia di Teramo,1070,0.31,2.5,10,1.5,VERDE
agenzie_immobiliari,Provincia autonoma di Bolzano - Alto Adige,1060,0.72,2.5,10,1.5,VERDE
agenzie_immobiliari,Provincia di Arezzo,1060,0.27,2.5,10,1.5,VERDE
agenzie_immobiliari,Provincia di Ascoli Piceno,1050,0.18,2.5,10,1.5,VERDE
agenzie_immobiliari,Provincia di Prato,1020,0.57,2.4,10,1.4,VERDE
agenzie_immobiliari,Provincia di Taranto,980,0.33,2.3,10,1.4,VERDE
agenzie_immobiliari,Provincia di Gorizia,970,1.96,2.3,10,1.4,VERDE
agenzie_immobiliari,Provincia di Cremona,930,0.69,2.2,10,1.3,VERDE
agenzie_immobiliari,Provincia di Foggia,920,0.36,2.1,10,1.3,VERDE
agenzie_immobiliari,Provincia di Frosinone,890,0.39,2.1,10,1.2,VERDE
agenzie_immobiliari,Provincia di Pordenone,890,0.77,2.1,10,1.2,VERDE
agenzie_immobiliari,Città metropolitana di Sassari,870,0.61,2.0,10,1.2,VERDE
agenzie_immobiliari,Provincia di Brindisi,850,0.28,2.0,10,1.2,VERDE
agenzie_immobiliari,Provincia di Chieti,790,0.3,1.8,10,1.1,GIALLO
agenzie_immobiliari,Provincia di Viterbo,750,0.5,1.8,10,1.1,GIALLO
agenzie_immobiliari,Provincia di Fermo,750,0.31,1.8,10,1.1,GIALLO
agenzie_immobiliari,Provincia di Grosseto,700,0.51,1.6,10,1.0,GIALLO
agenzie_immobiliari,Provincia di Avellino,680,0.37,1.6,10,1.0,GIALLO
agenzie_immobiliari,Città metropolitana di Reggio Calabria,650,0.56,1.5,10,0.9,GIALLO
agenzie_immobiliari,Provincia di Imperia,650,0.36,1.5,10,0.9,GIALLO
agenzie_immobiliari,Provincia di Lodi,630,0.4,1.5,10,0.9,GIALLO
agenzie_immobiliari,Provincia di Rovigo,630,0.23,1.5,10,0.9,GIALLO
agenzie_immobiliari,Provincia di Barletta-Andria-Trani,620,0.29,1.4,10,0.9,GIALLO
agenzie_immobiliari,Provincia della Spezia,610,0.5,1.4,10,0.9,GIALLO
agenzie_immobiliari,Provincia di Massa e Carrara,530,0.51,1.2,10,0.7,GIALLO
agenzie_immobiliari,Provincia di Sondrio,520,0.38,1.2,10,0.7,GIALLO
agenzie_immobiliari,Provincia dell'Aquila,480,0.45,1.1,10,0.7,GIALLO
agenzie_immobiliari,Provincia di Belluno,470,0.39,1.1,10,0.7,GIALLO
agenzie_immobiliari,Provincia di Terni,460,0.76,1.1,10,0.6,GIALLO
agenzie_immobiliari,Provincia di Campobasso,460,0.52,1.1,10,0.6,GIALLO
agenzie_immobiliari,Provincia di Asti,410,0.49,1.0,10,0.6,GIALLO
agenzie_immobiliari,Provincia di Potenza,400,0.36,0.9,0,0.6,ROSSO
agenzie_immobiliari,Provincia di Catanzaro,390,0.24,0.9,0,0.5,ROSSO
agenzie_immobiliari,Provincia di Benevento,390,0.38,0.9,0,0.5,ROSSO
agenzie_immobiliari,Provincia di Vercelli,370,0.62,0.9,0,0.5,ROSSO
agenzie_immobiliari,Provincia di Nuoro,370,1.01,0.9,0,0.5,ROSSO
agenzie_immobiliari,Provincia di Biella,340,1.21,0.8,0,0.5,ROSSO
agenzie_immobiliari,Provincia di Rieti,330,0.51,0.8,0,0.5,ROSSO
agenzie_immobiliari,Provincia di Matera,220,0.37,0.5,0,0.3,ROSSO
agenzie_immobiliari,Provincia di Carbonia-Iglesias,180,1.84,0.4,0,0.3,ROSSO
agenzie_immobiliari,Provincia di Oristano,170,0.26,0.4,0,0.2,ROSSO
agenzie_immobiliari,Provincia di Crotone,110,1.38,0.3,0,0.2,ROSSO
agenzie_immobiliari,Provincia di Vibo Valentia,100,1.48,0.2,0,0.1,ROSSO
agenzie_immobiliari,Provincia di Isernia,90,0.64,0.2,0,0.1,ROSSO
allarmi_videosorv,Città metropolitana di Milano,9340,4.44,21.8,25,13.1,VERDE
allarmi_videosorv,Città metropolitana di Roma Capitale,4830,4.17,11.3,25,6.8,VERDE
allarmi_videosorv,Città Metropolitana di Torino,2390,4.55,5.6,25,3.3,VERDE
allarmi_videosorv,Città Metropolitana di Napoli,2310,4.52,5.4,24,3.2,VERDE
allarmi_videosorv,Città Metropolitana di Bologna,860,5.47,2.0,11,1.2,VERDE
allarmi_videosorv,Provincia di Monza e della Brianza,740,4.53,1.7,10,1.0,GIALLO
allarmi_videosorv,Provincia di Brescia,730,4.48,1.7,10,1.0,GIALLO
allarmi_videosorv,Provincia di Varese,730,4.66,1.7,10,1.0,GIALLO
allarmi_videosorv,Città Metropolitana di Bari,720,3.88,1.7,10,1.0,GIALLO
allarmi_videosorv,Provincia di Bergamo,700,4.25,1.6,10,1.0,GIALLO
allarmi_videosorv,Città Metropolitana di Firenze,620,4.4,1.4,10,0.9,GIALLO
allarmi_videosorv,Provincia di Padova,600,4.59,1.4,10,0.8,GIALLO
allarmi_videosorv,Provincia di Salerno,590,3.16,1.4,10,0.8,GIALLO
allarmi_videosorv,Provincia di Verona,530,4.7,1.2,10,0.7,GIALLO
allarmi_videosorv,Provincia di Caserta,520,4.56,1.2,10,0.7,GIALLO
allarmi_videosorv,Provincia di Vicenza,460,3.86,1.1,10,0.6,GIALLO
allarmi_videosorv,Città Metropolitana di Venezia,420,4.44,1.0,10,0.6,GIALLO
allarmi_videosorv,Città metropolitana di Catania,400,4.02,0.9,0,0.6,ROSSO
allarmi_videosorv,Città metropolitana di Palermo,390,4.51,0.9,0,0.5,ROSSO
allarmi_videosorv,Provincia di Treviso,380,4.21,0.9,0,0.5,ROSSO
allarmi_videosorv,Provincia di Modena,360,4.41,0.8,0,0.5,ROSSO
allarmi_videosorv,Provincia di Chieti,340,3.27,0.8,0,0.5,ROSSO
allarmi_videosorv,Provincia di Como,290,5.02,0.7,0,0.4,ROSSO
allarmi_videosorv,Città Metropolitana di Genova,280,3.5,0.7,0,0.4,ROSSO
allarmi_videosorv,Provincia di Pavia,280,5.96,0.7,0,0.4,ROSSO
allarmi_videosorv,Provincia di Latina,210,5.4,0.5,0,0.3,ROSSO
allarmi_videosorv,Provincia di Cuneo,210,3.31,0.5,0,0.3,ROSSO
allarmi_videosorv,Provincia di Novara,200,4.41,0.5,0,0.3,ROSSO
allarmi_videosorv,Provincia di Mantova,200,5.16,0.5,0,0.3,ROSSO
allarmi_videosorv,Provincia di Avellino,190,3.38,0.4,0,0.3,ROSSO
allarmi_videosorv,Provincia di Lecce,190,3.41,0.4,0,0.3,ROSSO
allarmi_videosorv,Provincia di Ancona,190,4.56,0.4,0,0.3,ROSSO
allarmi_videosorv,Provincia di Perugia,180,4.21,0.4,0,0.3,ROSSO
allarmi_videosorv,Provincia di Lecco,180,3.87,0.4,0,0.3,ROSSO
allarmi_videosorv,Provincia di Reggio Emilia,180,5.86,0.4,0,0.3,ROSSO
allarmi_videosorv,Provincia di Alessandria,180,4.46,0.4,0,0.3,ROSSO
allarmi_videosorv,Provincia di Rimini,180,5.91,0.4,0,0.3,ROSSO
allarmi_videosorv,Città metropolitana di Cagliari,170,1.95,0.4,0,0.2,ROSSO
allarmi_videosorv,Provincia di Taranto,160,3.5,0.4,0,0.2,ROSSO
allarmi_videosorv,Provincia di Forlì-Cesena,160,5.87,0.4,0,0.2,ROSSO
